1,0,1,14.395,81,0,0,0,16
1,0,1,13.635,80,0,0,1,40
1,0,1,13.635,80,0,0,2,32
1,0,1,14.395,75,0,0,3,13
1,0,1,14.395,75,0,0,4,1
1,0,2,12.88,75,6.0032,0,5,1
1,0,1,13.635,80,0,0,6,2
1,0,1,12.88,86,0,0,7,3
1,0,1,14.395,75,0,0,8,8
1,0,1,17.425,76,0,0,9,14
1,0,1,19.695,76,16.9979,0,10,36
1,0,1,16.665,81,19.0012,0,11,56
1,0,1,21.21,77,19.0012,0,12,84
1,0,2,22.725,72,19.9995,0,13,94
1,0,2,22.725,72,19.0012,0,14,106
1,0,2,21.97,77,19.9995,0,15,110
1,0,2,21.21,82,19.9995,0,16,93
1,0,2,21.97,82,19.0012,0,17,67
1,0,3,21.21,88,16.9979,0,18,35
1,0,3,21.21,88,16.9979,0,19,37
1,0,2,20.455,87,16.9979,0,20,36
1,0,2,20.455,87,12.998,0,21,34
1,0,2,20.455,94,15.0013,0,22,28
1,0,2,22.725,88,19.9995,0,23,39
1,0,2,22.725,88,19.9995,0,0,17
1,0,2,21.97,94,16.9979,0,1,17
1,0,2,21.21,100,19.0012,0,2,9
1,0,2,22.725,94,12.998,0,3,6
1,0,2,22.725,94,12.998,0,4,3
1,0,3,21.21,77,19.9995,0,6,2
1,0,2,20.455,76,12.998,0,7,1
1,0,3,20.455,71,15.0013,0,8,8
1,0,2,19.695,76,15.0013,0,9,20
1,0,2,17.425,81,15.0013,0,10,53
1,0,2,16.665,71,16.9979,0,11,70
1,0,2,16.665,66,19.9995,0,12,93
1,0,2,17.425,66,8.9981,0,13,75
1,0,3,17.425,76,12.998,0,14,59
1,0,3,16.665,81,11.0014,0,15,74
1,0,3,16.665,71,11.0014,0,16,76
1,0,1,16.665,57,12.998,0,17,65
1,0,2,16.665,46,22.0028,0,18,53
1,0,1,14.395,42,30.0026,0,19,30
1,0,1,13.635,39,23.9994,0,20,22
1,0,1,11.365,44,22.0028,0,21,31
1,0,1,10.605,44,19.9995,0,22,9
1,0,1,11.365,47,11.0014,0,23,8
1,1,1,9.85,44,23.9994,0,0,5
1,1,1,8.335,44,27.9993,0,1,2
1,1,1,6.82,47,26.0027,0,4,1
1,1,1,6.82,47,19.0012,0,5,3
1,1,1,5.305,50,26.0027,0,6,30
1,1,1,6.82,50,12.998,0,7,64
1,1,1,6.06,50,19.0012,0,8,154
1,1,1,6.82,43,26.0027,0,9,88
1,1,1,8.335,43,16.9979,0,10,44
1,1,1,9.09,40,22.0028,0,11,51
1,1,1,10.605,35,19.9995,0,12,61
1,1,1,10.605,35,19.0012,0,13,61
1,1,1,12.12,30,19.0012,0,14,77
1,1,1,12.12,30,16.9979,0,15,72
1,1,1,12.12,30,16.9979,0,16,76
1,1,1,11.365,30,15.0013,0,17,157
1,1,1,12.88,32,7.0015,0,18,157
1,1,1,12.88,47,0,0,19,110
1,1,1,11.365,47,7.0015,0,20,52
1,1,1,9.85,64,8.9981,0,21,52
1,1,1,7.575,69,8.9981,0,22,20
1,1,1,10.605,55,7.0015,0,23,12
1,1,1,9.09,55,7.0015,0,0,5
1,1,1,9.09,59,7.0015,0,1,2
1,1,1,7.575,63,8.9981,0,2,1
1,1,1,9.09,63,6.0032,0,4,2
1,1,1,7.575,68,7.0015,0,5,4
1,1,1,7.575,74,7.0015,0,6,36
1,1,1,7.575,74,8.9981,0,7,94
1,1,1,7.575,69,11.0014,0,8,179
1,1,1,7.575,64,15.0013,0,9,100
1,1,2,6.82,69,22.0028,0,10,42
1,1,1,10.605,51,19.9995,0,11,57
1,1,1,11.365,51,11.0014,0,12,78
1,1,1,11.365,56,12.998,0,13,97
1,1,1,12.88,52,15.0013,0,14,63
1,1,1,13.635,52,16.9979,0,15,65
1,1,1,14.395,49,16.9979,0,16,83
1,1,1,13.635,48,15.0013,0,17,212
1,1,1,12.88,48,12.998,0,18,182
1,1,1,12.88,48,7.0015,0,19,112
1,1,1,12.88,48,7.0015,0,20,54
1,1,1,13.635,64,0,0,21,48
1,1,1,12.88,64,6.0032,0,22,35
1,1,1,11.365,69,6.0032,0,23,11
1,1,1,12.88,64,0,0,0,6
1,1,1,9.85,74,6.0032,0,1,6
1,1,1,9.85,74,6.0032,0,2,2
1,1,1,11.365,48,15.0013,0,4,2
1,1,1,11.365,47,11.0014,0,5,3
1,1,1,9.85,47,15.0013,0,6,33
1,1,1,9.09,43,12.998,0,7,88
1,1,1,9.09,40,19.9995,0,8,195
1,1,1,9.85,37,22.0028,0,9,115
1,1,1,9.85,37,22.0028,0,10,57
1,1,1,11.365,33,22.0028,0,11,46
1,1,1,11.365,33,22.0028,0,12,79
1,1,1,12.88,30,19.9995,0,13,71
1,1,1,14.395,28,12.998,0,14,62
1,1,1,14.395,28,12.998,0,15,62
1,1,1,15.91,28,6.0032,0,16,89
1,1,1,11.365,38,12.998,0,17,190
1,1,1,12.12,38,8.9981,0,18,169
1,1,1,12.88,38,7.0015,0,19,132
1,1,1,11.365,47,11.0014,0,20,89
1,1,1,9.85,51,12.998,0,21,43
1,1,1,9.85,55,8.9981,0,22,42
1,1,1,12.88,47,0,0,23,19
1,1,1,12.12,55,0,0,0,11
1,1,1,11.365,64,0,0,1,4
1,1,1,11.365,64,0,0,2,2
1,1,2,9.85,64,6.0032,0,4,1
1,1,2,9.09,69,6.0032,0,5,4
1,1,2,8.335,63,7.0015,0,6,36
1,1,2,11.365,59,0,0,7,95
1,1,1,11.365,59,0,0,8,219
1,1,2,12.12,51,0,0,9,122
1,1,1,12.88,47,0,0,10,45
1,1,1,12.88,44,6.0032,0,11,59
1,1,1,14.395,35,0,0,12,84
1,1,1,13.635,35,7.0015,0,13,67
1,1,1,13.635,36,11.0014,0,14,70
1,1,1,13.635,36,0,0,15,62
1,1,1,12.88,38,11.0014,0,16,86
1,1,1,11.365,51,11.0014,0,17,172
1,1,1,11.365,51,8.9981,0,18,163
1,1,1,12.88,55,6.0032,0,19,112
1,1,1,10.605,51,11.0014,0,20,69
1,1,2,10.605,55,15.0013,0,21,48
1,1,2,10.605,51,19.0012,0,22,52
1,1,2,9.85,59,12.998,0,23,23
1,1,2,9.85,64,12.998,0,0,17
1,1,2,9.85,69,15.0013,0,1,7
1,1,2,9.85,69,15.0013,0,2,1
1,1,2,10.605,69,8.9981,0,4,1
1,1,3,13.635,55,0,0,5,5
1,1,2,12.88,69,0,0,6,34
1,1,1,10.605,69,8.9981,0,7,84
1,1,1,9.85,51,16.9979,0,8,210
1,1,1,9.09,47,19.9995,0,9,134
1,1,1,9.85,37,22.0028,0,10,63
1,1,2,9.85,40,15.0013,0,11,67
1,1,2,9.85,37,16.9979,0,12,59
1,1,2,9.09,37,19.0012,0,13,73
1,1,2,9.85,40,16.9979,0,14,50
1,1,2,10.605,37,11.0014,0,15,72
1,1,2,10.605,37,11.0014,0,16,87
1,1,2,12.88,37,0,0,17,187
1,1,1,11.365,40,6.0032,0,18,123
1,1,1,9.85,55,6.0032,0,19,95
1,1,1,10.605,47,7.0015,0,20,51
1,1,1,9.85,47,8.9981,0,21,39
1,1,2,9.85,43,11.0014,0,22,36
1,1,2,9.85,51,11.0014,0,23,15
1,0,2,9.85,51,11.0014,0,0,25
1,0,2,10.605,55,6.0032,0,1,16
1,0,2,12.12,55,0,0,2,16
1,0,3,9.85,55,11.0014,0,3,7
1,0,3,9.85,55,11.0014,0,4,1
1,0,2,8.335,74,11.0014,0,5,5
1,0,2,8.335,74,11.0014,0,6,2
1,0,2,9.09,74,7.0015,0,7,9
1,0,3,9.09,93,7.0015,0,8,15
1,0,3,9.09,93,7.0015,0,9,20
1,0,2,9.85,80,11.0014,0,10,61
1,0,2,9.09,69,26.0027,0,11,62
1,0,2,9.09,59,23.9994,0,12,98
1,0,1,9.09,44,22.0028,0,13,102
1,0,1,8.335,32,32.9975,0,14,95
1,0,1,8.335,32,30.0026,0,15,74
1,0,1,6.82,29,30.0026,0,16,76
1,0,1,6.06,37,36.9974,0,17,69
1,0,1,6.06,39,19.9995,0,18,55
1,0,1,6.06,36,16.9979,0,19,30
1,0,1,6.06,36,16.9979,0,20,28
1,0,1,5.305,39,23.9994,0,21,37
1,0,1,5.305,36,26.0027,0,22,34
1,0,1,3.03,39,30.0026,0,23,22
1,0,1,3.79,42,26.0027,0,0,25
1,0,1,3.03,42,31.0009,0,1,12
1,0,1,3.03,46,31.0009,0,2,11
1,0,1,3.79,46,27.9993,0,3,4
1,0,1,4.545,53,12.998,0,4,1
1,0,1,4.545,53,12.998,0,5,1
1,0,1,4.545,49,19.0012,0,6,1
1,0,1,4.545,53,12.998,0,7,6
1,0,1,4.545,49,19.0012,0,8,10
1,0,1,3.79,46,35.0008,0,9,19
1,0,1,5.305,43,26.0027,0,10,49
1,0,1,6.06,40,35.0008,0,11,49
1,0,1,6.82,37,30.0026,0,12,83
1,0,1,8.335,34,30.0026,0,13,75
1,0,1,9.09,32,31.0009,0,14,72
1,0,1,9.85,35,23.9994,0,15,82
1,0,1,8.335,34,30.0026,0,16,92
1,0,1,7.575,37,26.0027,0,17,62
1,0,1,6.82,40,22.0028,0,18,48
1,0,1,6.82,43,22.0028,0,19,41
1,0,1,6.06,46,16.9979,0,20,38
1,0,1,5.305,46,27.9993,0,21,20
1,0,1,6.06,46,19.9995,0,22,15
1,0,1,6.82,50,12.998,0,23,6
1,1,1,6.06,50,19.0012,0,0,5
1,1,1,6.06,50,19.0012,0,1,1
1,1,1,6.06,50,15.0013,0,2,3
1,1,1,6.06,50,15.0013,0,3,1
1,1,1,6.06,54,8.9981,0,4,3
1,1,1,5.305,54,16.9979,0,5,3
1,1,1,6.06,50,19.0012,0,6,31
1,1,1,6.06,50,15.0013,0,7,77
1,1,2,6.06,50,19.0012,0,8,188
1,1,2,6.06,50,16.9979,0,9,94
1,1,2,6.06,50,19.9995,0,10,31
1,1,2,6.82,47,19.0012,0,11,30
1,1,2,9.09,40,19.0012,0,12,52
1,1,2,9.09,40,19.0012,0,13,54
1,1,2,9.85,40,15.0013,0,14,47
1,1,2,9.85,40,15.0013,0,15,45
1,1,1,10.605,40,8.9981,0,16,74
1,1,1,11.365,40,7.0015,0,17,178
1,1,1,9.85,40,15.0013,0,18,155
1,1,1,8.335,47,11.0014,0,19,95
1,1,1,8.335,50,11.0014,0,20,74
1,1,1,6.82,59,12.998,0,21,38
1,1,1,7.575,59,11.0014,0,22,24
1,1,1,7.575,59,11.0014,0,23,18
1,1,1,8.335,59,7.0015,0,0,12
1,1,1,7.575,59,11.0014,0,1,3
1,1,2,7.575,55,12.998,0,2,3
1,1,2,9.09,55,8.9981,0,5,6
1,1,2,9.09,55,8.9981,0,6,27
1,1,2,11.365,55,0,0,7,99
1,1,2,10.605,51,6.0032,0,8,217
1,1,2,9.85,51,11.0014,0,9,130
1,1,2,10.605,51,11.0014,0,10,54
1,1,2,10.605,47,8.9981,0,11,35
1,1,2,11.365,51,7.0015,0,12,57
1,1,2,11.365,59,6.0032,0,13,52
1,1,2,11.365,59,6.0032,0,14,63
1,1,2,9.85,80,6.0032,0,15,47
1,1,2,7.575,86,15.0013,0,16,76
1,1,2,7.575,86,15.0013,0,17,136
1,1,3,9.09,93,7.0015,0,18,95
1,1,3,11.365,93,0,0,19,51
1,1,3,7.575,93,12.998,0,20,32
1,1,3,9.85,86,6.0032,0,21,20
1,1,3,9.09,93,7.0015,0,22,29
1,1,3,9.85,93,6.0032,0,23,19
1,1,2,9.85,86,6.0032,0,0,7
1,1,2,9.09,86,7.0015,0,1,6
1,1,1,7.575,86,8.9981,0,2,1
1,1,1,7.575,86,11.0014,0,5,5
1,1,1,7.575,93,8.9981,0,6,16
1,1,1,7.575,69,8.9981,0,7,54
1,1,1,8.335,59,11.0014,0,8,128
1,1,1,6.82,59,22.0028,0,9,81
1,1,1,9.09,55,15.0013,0,10,39
1,1,1,9.09,51,26.0027,0,11,35
1,1,1,7.575,47,39.0007,0,12,55
1,1,1,9.85,44,23.9994,0,13,49
1,1,1,9.09,47,22.0028,0,14,44
1,1,1,8.335,47,27.9993,0,15,49
1,1,1,9.85,44,22.0028,0,16,68
1,1,1,9.09,47,23.9994,0,17,139
1,1,1,7.575,47,35.0008,0,18,137
1,1,1,7.575,47,27.9993,0,19,83
1,1,1,6.82,50,22.0028,0,20,56
1,1,1,6.82,55,22.0028,0,21,57
1,1,1,6.06,55,30.0026,0,22,33
1,1,1,5.305,59,27.9993,0,23,20
